fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol
6.6,0.26,0.38,6.5,0.17,4.23410650459726,3.19,0.38,9.4
7.5,0.24,0.3187218971358124,13.0,0.049,3.8501476017100584,3.08,0.53,8.8
7.3,0.34,0.33,2.5,0.064,3.091042453358316,3.35,0.77,12.1
6.3,0.27,0.51,7.6,0.049,3.58351893845611,3.16,0.54,9.4
7.0,0.22,0.26,2.8,0.036000000000000004,3.8066624897703196,3.34,0.41,12.0
8.0,0.25,0.49,1.2,0.061,3.332204510175204,3.08,0.34,9.4
5.8,0.31,0.32,4.5,0.024,3.367295829986474,3.25,0.52,13.7
6.0,0.41,0.05,1.5,0.063,2.8903717578961645,3.21,0.56,9.2
6.0,0.34,0.24,5.4,0.06,3.1780538303479458,3.25,0.44,9.0
6.3,0.34,0.33,4.6,0.034,2.995732273553991,3.38,0.58,12.0
6.8,0.475,0.33,3.95,0.047,2.833213344056216,3.23,0.53,13.4
8.3,0.22,0.38,14.8,0.054000000000000006,3.4965075614664802,3.22,0.5,9.7
6.7,0.43,0.23,5.0,0.157,3.912023005428146,3.17,0.49,9.4
8.3,0.15,0.39,1.3,0.055,3.4965075614664802,3.08,0.39,10.5
6.9,0.14,0.29,9.9,0.055999999999999994,3.4339872044851463,3.19,0.33,9.9
5.6,0.245,0.32,1.1,0.047,3.2188758248682006,3.12,0.42,9.3
6.9,0.25,0.26,5.2,0.024,3.6109179126442243,3.16,0.72,10.7
6.0,0.36,0.06,1.4,0.066,3.332204510175204,3.26,0.55,9.3
7.0,0.31,0.29,1.4,0.037000000000000005,3.5263605246161616,3.12,0.36,12.2
6.5,0.24,0.28,1.1,0.034,3.295836866004329,3.25,0.33,12.3
8.8,0.61,0.19,4.0,0.094,3.4339872044851463,3.22,0.5,10.0
7.1,0.2,0.35,3.2,0.034,3.091042453358316,3.11,0.54,11.1
6.5,0.26,0.32,6.65,0.059000000000000004,3.5553480614894135,3.18,0.42,11.1
5.3,0.16,0.39,1.0,0.027999999999999997,3.713572066704308,3.57,0.59,10.6
7.0,0.42,0.35,1.6,0.08800000000000001,2.833213344056216,3.34,0.55,9.2
5.1,0.26,0.33,1.1,0.027000000000000003,3.8501476017100584,3.35,0.43,11.4
8.0,0.18,0.37,0.9,0.049,3.6109179126442243,2.89,0.44,12.7
7.0,0.55,0.05,8.0,0.036000000000000004,2.995732273553991,3.26,0.46,12.2
7.4,0.29,0.31,1.7,0.035,3.1780538303479458,3.07,0.38,10.9
6.8,0.32,0.18,7.5,0.040999999999999995,4.276666119016055,3.14,0.41,8.9
6.7,0.35,0.32,9.0,0.032,3.4011973816621555,3.13,0.65,12.9
6.7,0.41,0.34,9.2,0.049,3.4011973816621555,3.22,0.51,9.1
7.8,0.7,0.06,1.9,0.079,3.044522437723423,3.4,0.69,10.9
5.9,0.655,0.0,5.6,0.033,2.1972245773362196,3.32,0.51,10.5
5.0,0.74,0.0,1.2,0.040999999999999995,2.833213344056216,4.01,0.59,12.5
6.0,0.32,0.32,4.8,0.040999999999999995,3.713572066704308,3.22,0.54,11.0
6.4,0.29,0.21,9.65,0.040999999999999995,3.6109179126442243,2.99,0.34,10.93333333
9.0,0.82,0.05,2.4,0.081,3.295836866004329,3.36,0.53,10.0
7.1,0.18,0.39,14.5,0.051,3.8918202981106265,3.35,0.78,9.1
6.4,0.4,0.19,3.2,0.033,3.367295829986474,3.22,0.54,12.7
6.5,0.39,0.23,5.4,0.051,3.258096538021482,3.24,0.35,10.0
7.6,0.49,0.33,1.9,0.07400000000000001,3.332204510175204,3.41,0.58,9.0
7.1,0.18,0.36,1.4,0.043,3.4657359027997265,3.26,0.37,12.7
6.9,0.5,0.04,1.5,0.085,2.995732273553991,3.35,0.78,9.5
7.4,0.24,0.42,14.0,0.066,3.8918202981106265,2.89,0.42,8.9
12.0,0.63,0.5,1.4,0.071,1.9459101490553132,3.07,0.6,10.4
6.3,0.14,0.39,1.2,0.044000000000000004,3.295836866004329,3.26,0.53,10.3
7.2,0.19,0.39,1.2,0.036000000000000004,3.4965075614664802,3.16,0.5,10.5
7.1,0.26,0.3,2.0,0.031,2.6390573296152584,3.19,0.49,11.4
7.2,0.58,0.54,2.1,0.114,1.3862943611198906,3.33,0.57,10.3
9.3,0.5,0.36,1.8,0.084,1.9459101490553132,3.27,0.77,10.8
5.9,0.2,0.23,1.5,0.037000000000000005,3.6635616461296463,3.36,0.49,12.0
6.2,0.25,0.54,7.0,0.046,4.07753744390572,3.19,0.7,10.4
11.2,0.4,0.5,2.0,0.099,2.995732273553991,3.1,0.58,10.4
6.0,0.2,0.24,1.8,0.03,3.4339872044851463,3.31,0.47,11.5
7.2,0.2,0.61,16.2,0.043,2.70805020110221,3.06,0.36,9.2
10.4,0.44,0.73,6.55,0.07400000000000001,3.6635616461296463,3.17,0.85,12.0
7.6,0.48,0.31,2.8,0.07,1.6094379124341003,3.22,0.55,10.3
6.5,0.26,0.31,3.6,0.03,3.6109179126442243,3.22,0.62,12.6
6.7,0.34,0.31,16.4,0.051,3.044522437723423,3.06,0.54,9.1
7.2,0.32,0.24,5.6,0.033,3.1780538303479458,2.92,0.66,10.3
7.1,0.4,0.52,1.3,0.14800000000000002,3.828641396489095,3.08,0.56,8.7
6.2,0.53,0.02,0.9,0.035,1.9459101490553132,3.24,0.35,9.5
7.5,0.19,0.49,1.8,0.055,2.995732273553991,3.33,0.44,9.9
7.3,0.34,0.39,5.2,0.04,3.828641396489095,3.3,0.47,12.4
9.1,0.28,0.46,9.0,0.114,1.3862943611198906,3.18,0.6,10.9
6.1,0.22,0.28,16.55,0.059000000000000004,4.007333185232471,3.2,0.38,10.5
5.9,0.33,0.32,8.1,0.038,2.302585092994046,3.22,0.36,12.7
6.8,0.32,0.39,9.6,0.026000000000000002,3.5553480614894135,3.18,0.35,12.1
7.3,0.18,0.65,1.4,0.046,3.367295829986474,3.33,0.62,9.4
8.1,0.3,0.49,8.1,0.037000000000000005,3.295836866004329,3.1,0.3,11.2
7.1,0.56,0.14,1.6,0.078,2.0794415416798357,3.27,0.62,9.3
8.3,0.615,0.22,2.6,0.087,1.9459101490553132,3.26,0.61,9.3
6.4,0.24,0.26,8.2,0.054000000000000006,3.871201010907891,3.12,0.5,9.5
5.6,0.695,0.06,6.8,0.042,2.302585092994046,3.44,0.44,10.2
7.4,0.37,0.35,5.7,0.061,2.5649493574615367,3.48,0.69,10.7
7.4,0.33,0.26,2.6,0.04,3.4011973816621555,3.07,0.52,11.8
6.9,0.84,0.21,4.1,0.07400000000000001,2.833213344056216,3.53,0.72,9.233333333
6.2,0.56,0.09,1.7,0.053,3.2188758248682006,3.54,0.6,11.3
7.7,0.31,0.26,7.8,0.031,3.1780538303479458,3.13,0.5,10.4
6.5,0.15,0.44,12.6,0.052000000000000005,4.189654742026425,3.26,0.7,10.3
9.5,0.37,0.52,2.0,0.08199999999999999,1.9459101490553132,3.18,0.51,9.5
5.2,0.365,0.08,13.5,0.040999999999999995,3.6375861597263857,3.46,0.39,9.9
6.4,0.33,0.3,7.2,0.040999999999999995,3.7612001156935624,3.22,0.49,11.1
6.8,0.81,0.05,2.0,0.07,1.9459101490553132,3.51,0.66,10.8
8.2,0.32,0.26,2.1,0.062,3.295836866004329,3.1,0.47,12.8
7.0,0.3,0.28,2.2,0.042,3.091042453358316,3.2,0.57,11.4
6.9,0.115,0.35,5.4,0.048,3.6109179126442243,3.32,0.42,10.2
6.2,0.21,0.24,1.2,0.051,3.4657359027997265,3.24,0.57,11.3
7.0,0.36,0.35,2.5,0.048,4.219507705176107,3.05,0.56,11.1
6.7,0.54,0.27,7.1,0.049,2.1972245773362196,3.16,0.38,9.4
9.0,0.55,0.3,8.1,0.026000000000000002,2.70805020110221,2.94,0.36,11.8
9.9,0.59,0.07,3.4,0.102,3.4965075614664802,3.31,0.71,9.8
7.1,0.26,0.49,2.2,0.032,3.4657359027997265,3.37,0.42,12.9
7.2,0.4,0.62,10.8,0.040999999999999995,4.2626798770413155,3.08,0.49,8.6
8.8,0.45,0.43,1.4,0.076,2.5649493574615367,3.21,0.75,10.2
6.2,0.25,0.54,7.0,0.046,4.07753744390572,3.19,0.7,10.4
6.5,0.28,0.38,7.8,0.031,4.007333185232471,3.03,0.42,13.1
6.7,0.16,0.64,2.1,0.059000000000000004,3.2188758248682006,3.34,0.71,11.2
7.4,0.25,0.36,13.2,0.067,3.9889840465642745,3.01,0.48,9.0
6.4,0.3,0.45,3.5,0.19699999999999998,4.343805421853684,3.02,0.39,9.1
10.0,0.58,0.22,1.9,0.08,2.302585092994046,3.13,0.55,9.5
6.4,0.28,0.36,1.3,0.053,3.367295829986474,3.31,0.45,10.8
7.9,0.37,0.3,2.7,0.028999999999999998,4.174387269895637,3.12,0.59,12.0
7.8,0.26,0.44,1.3,0.037000000000000005,3.784189633918261,3.18,0.65,10.0
9.9,0.35,0.55,2.1,0.062,1.791759469228055,3.26,0.79,10.6
5.7,1.13,0.09,1.5,0.172,2.0794415416798357,3.5,0.48,9.8
7.9,0.28,0.41,2.0,0.044000000000000004,3.9318256327243257,3.45,0.49,10.7
5.6,0.295,0.2,2.2,0.049,2.9444389791664403,3.21,0.68,10.0
7.4,0.19,0.3,12.8,0.053,3.901972669574645,3.14,0.49,9.1
6.5,0.24,0.38,1.0,0.027000000000000003,3.4657359027997265,3.24,0.36,12.3
6.8,0.26,0.33,1.5,0.047,3.8066624897703196,3.12,0.44,10.5
7.8,0.59,0.18,2.3,0.076,2.8903717578961645,3.43,0.59,10.0
7.0,0.12,0.19,4.9,0.055,3.332204510175204,3.29,0.41,9.4
12.2,0.45,0.49,1.4,0.075,1.3862943611198906,3.13,0.63,10.4
7.4,0.29,0.48,12.8,0.037000000000000005,4.135166556742356,3.02,0.34,8.8
7.1,0.27,0.27,10.4,0.040999999999999995,3.295836866004329,3.04,0.52,11.5
6.3,0.27,0.49,1.2,0.063,3.58351893845611,3.38,0.42,12.2
5.8,0.24,0.28,1.4,0.038,3.713572066704308,3.1,0.29,13.9
7.2,0.63,0.0,1.9,0.09699999999999999,2.70805020110221,3.37,0.58,9.0
9.3,0.34,0.49,7.3,0.052000000000000005,3.4339872044851463,3.17,0.61,10.2
6.4,0.27,0.45,8.3,0.05,3.970291913552122,3.18,0.48,9.5
6.9,0.765,0.02,2.3,0.063,3.58351893845611,3.57,0.78,9.9
7.6,0.55,0.21,2.2,0.071,2.0794415416798357,3.28,0.55,9.7
7.3,0.25,0.36,13.1,0.05,3.58351893845611,3.04,0.46,8.9
6.9,0.21,0.49,1.4,0.040999999999999995,2.772588722239781,3.25,0.63,11.0
5.0,0.24,0.21,2.2,0.039,3.4657359027997265,3.69,0.62,11.7
9.0,0.43,0.34,2.5,0.08,3.295836866004329,3.38,0.62,9.5
6.4,0.3,0.36,2.0,0.052000000000000005,2.9444389791664403,3.38,0.53,10.5
7.6,0.285,0.32,14.6,0.063,3.4965075614664802,3.0,0.45,9.2
8.2,0.18,0.49,1.1,0.033,3.367295829986474,3.0,0.68,10.4
6.1,0.41,0.0,1.6,0.063,3.6109179126442243,3.27,0.67,10.8
6.3,0.22,0.28,2.4,0.042,3.6635616461296463,3.14,0.37,11.6
6.8,0.23,0.3,6.95,0.044000000000000004,3.7612001156935624,3.25,0.56,10.6
7.15,0.17,0.24,9.6,0.11900000000000001,4.04305126783455,3.15,0.44,10.2
7.3,0.22,0.3,8.2,0.047,3.7612001156935624,3.33,0.46,9.5
6.2,0.45,0.2,1.6,0.069,1.3862943611198906,3.41,0.56,9.2
5.4,0.53,0.16,2.7,0.036000000000000004,3.5553480614894135,3.2,0.53,13.2
7.8,0.645,0.0,5.5,0.086,1.791759469228055,3.4,0.55,9.6
6.6,0.28,0.3,7.8,0.049,4.060443010546419,3.24,0.39,9.5
6.5,0.28,0.29,2.7,0.038,3.295836866004329,3.32,0.41,11.6
7.1,0.26,0.29,12.4,0.044000000000000004,4.143134726391533,3.04,0.42,9.2
9.5,0.59,0.44,2.3,0.071,3.091042453358316,3.46,0.63,9.5
6.7,0.44,0.22,4.3,0.032,2.995732273553991,3.26,0.53,12.8
7.0,0.28,0.32,1.7,0.038,3.332204510175204,3.2,0.62,10.2
8.3,0.14,0.34,1.1,0.042,2.0794415416798357,3.47,0.4,10.2
6.5,0.26,0.31,1.3,0.034,4.0943445622221,3.16,0.54,12.4
6.9,0.4,0.42,6.2,0.066,3.7376696182833684,3.12,0.54,9.4
3.9,0.225,0.4,4.2,0.03,3.4011973816621555,3.57,0.36,12.8
6.7,0.18,0.3,6.4,0.048,3.713572066704308,3.29,0.52,10.0
7.0,0.31,0.35,1.6,0.063,2.6390573296152584,3.22,0.5,10.7
8.2,0.42,0.29,4.1,0.03,3.4657359027997265,3.0,0.32,12.8
6.0,0.27,0.32,3.6,0.035,3.6109179126442243,3.23,0.46,10.8
6.9,0.3,0.36,4.5,0.054000000000000006,3.4657359027997265,3.4,0.57,10.4
6.3,0.41,0.18,3.5,0.027000000000000003,3.1780538303479458,3.34,0.54,12.8
6.6,0.5,0.04,2.1,0.068,1.9459101490553132,3.39,0.64,9.4
6.6,0.26,0.56,15.4,0.053,3.4965075614664802,3.11,0.49,9.3
8.0,1.18,0.21,1.9,0.083,2.70805020110221,3.34,0.47,10.5
8.6,0.49,0.28,1.9,0.11,3.044522437723423,2.93,1.95,9.9
6.4,0.21,0.28,5.9,0.047,3.4011973816621555,3.15,0.4,11.0
6.8,0.61,0.2,1.8,0.077,2.4849066497880004,3.54,0.58,9.3
7.5,0.15,0.38,1.8,0.054000000000000006,2.995732273553991,3.24,0.44,10.0
6.8,0.28,0.29,11.9,0.052000000000000005,3.9512437185814275,3.02,0.58,10.4
6.5,0.63,0.33,1.8,0.059000000000000004,2.833213344056216,3.36,0.64,10.1
10.4,0.575,0.61,2.6,0.076,2.4849066497880004,3.16,0.69,9.0
7.9,0.54,0.34,2.5,0.076,2.1972245773362196,3.2,0.72,13.1
7.1,0.27,0.6,2.1,0.07400000000000001,2.8903717578961645,3.38,0.72,10.6
11.8,0.33,0.49,3.4,0.09300000000000001,4.007333185232471,3.3,0.76,10.7
7.7,0.32,0.62,10.6,0.036000000000000004,4.04305126783455,3.13,0.44,8.9
6.6,0.32,0.27,10.9,0.040999999999999995,3.6375861597263857,3.24,0.47,10.0
8.2,1.0,0.09,2.3,0.065,2.0794415416798357,3.32,0.55,9.0
5.3,0.36,0.27,6.3,0.027999999999999997,3.713572066704308,3.37,0.4,11.6
6.4,0.32,0.5,10.7,0.047,4.060443010546419,3.08,0.6,9.4
9.4,0.24,0.33,2.3,0.061,3.970291913552122,3.47,0.9,10.2
7.6,0.23,0.34,1.6,0.043,3.2188758248682006,3.12,0.7,10.4
5.2,0.17,0.27,0.7,0.03,2.4849066497880004,3.3,0.41,9.8
7.6,0.62,0.32,2.2,0.08199999999999999,2.0794415416798357,3.36,0.52,9.4
7.1,0.43,0.42,5.5,0.07,3.4011973816621555,3.42,0.72,10.5
8.3,0.675,0.26,2.1,0.084,2.4849066497880004,3.31,0.53,9.2
6.4,0.145,0.49,5.4,0.048,4.007333185232471,3.56,0.44,10.8
7.1,0.21,0.28,2.7,0.034,3.1780538303479458,3.35,0.64,10.2
7.5,0.26,0.25,1.7,0.038,3.4011973816621555,3.45,0.56,10.4
6.8,0.52,0.32,13.2,0.044000000000000004,4.007333185232471,3.27,0.5,9.6
8.4,0.31,0.31,0.95,0.021,3.970291913552122,2.93,0.32,11.5
6.4,0.37,0.49,13.3,0.045,3.9889840465642745,3.14,0.48,8.5
6.4,0.64,0.21,1.8,0.081,2.70805020110221,3.59,0.66,9.8
8.0,0.24,0.36,1.5,0.047,2.8903717578961645,3.2,0.54,10.0
6.7,0.31,0.09,1.4,0.039,3.9889840465642745,3.12,0.44,10.1
7.7,0.39,0.49,7.7,0.036000000000000004,2.4849066497880004,3.33,0.76,10.0
6.9,0.28,0.31,7.2,0.04,3.871201010907891,3.29,0.57,10.6
11.6,0.23,0.57,1.8,0.07400000000000001,1.3862943611198906,3.14,0.7,9.9
8.4,0.62,0.09,2.2,0.084,2.4849066497880004,3.15,0.66,9.8
10.2,0.44,0.88,6.2,0.049,3.044522437723423,2.99,0.51,9.9
8.2,0.28,0.42,1.8,0.031,3.4339872044851463,3.09,0.39,11.4
6.3,0.34,0.31,6.0,0.02,2.9444389791664403,3.22,0.29,13.4
8.1,0.3,0.49,12.3,0.049,3.9318256327243257,3.09,0.57,10.2
6.6,0.21,0.31,11.4,0.039,3.8501476017100584,3.41,0.44,9.8
6.8,0.26,0.29,11.9,0.052000000000000005,4.007333185232471,3.03,0.58,10.4
6.4,0.3,0.27,5.0,0.057999999999999996,3.332204510175204,3.22,0.49,12.2
6.2,0.29,0.23,12.4,0.048,3.5263605246161616,3.11,0.56,9.9
6.7,0.28,0.34,8.9,0.048,3.4965075614664802,3.25,0.54,11.0
5.9,0.415,0.02,0.8,0.038,3.1354942159291497,3.36,0.36,9.3
7.8,0.16,0.41,1.7,0.026000000000000002,3.4011973816621555,3.02,0.78,12.5
8.4,0.36,0.32,2.2,0.081,3.4965075614664802,3.3,0.72,11.0
8.4,0.58,0.27,12.15,0.033,3.6375861597263857,2.99,0.39,10.8
6.7,0.13,0.57,6.6,0.055999999999999994,4.110873864173311,2.96,0.43,9.4
6.5,0.52,0.17,1.4,0.047,1.791759469228055,3.26,0.32,10.0
6.9,0.74,0.03,2.3,0.054000000000000006,2.0794415416798357,3.45,0.63,11.5
7.0,0.24,0.32,1.3,0.037000000000000005,3.6888794541139363,3.17,0.42,11.2
7.3,0.34,0.3,1.3,0.057,3.258096538021482,3.26,0.51,9.1
5.8,0.28,0.66,9.1,0.039,3.295836866004329,3.66,0.55,10.8
9.9,0.49,0.23,2.4,0.087,2.995732273553991,2.77,0.44,9.4
6.5,0.17,0.31,1.5,0.040999999999999995,3.5553480614894135,3.06,0.46,10.5
7.4,0.32,0.55,16.6,0.055999999999999994,3.9889840465642745,2.96,0.58,8.7
7.4,0.19,0.31,14.5,0.045,3.6888794541139363,3.1,0.5,9.2
6.9,0.25,0.4,1.3,0.038,3.1354942159291497,3.03,0.39,11.4
8.8,0.23,0.74,3.2,0.042,2.772588722239781,3.02,0.51,11.2
6.6,0.855,0.02,2.4,0.062,2.772588722239781,3.54,0.6,11.0
7.8,0.56,0.12,2.0,0.08199999999999999,2.0794415416798357,3.37,0.5,9.4
6.4,0.46,0.08,4.9,0.046,3.5553480614894135,3.1,0.56,10.0
6.7,0.51,0.24,2.1,0.043,2.70805020110221,3.22,0.6,13.0
6.4,0.34,0.23,6.3,0.039,3.6375861597263857,3.19,0.65,10.0
7.1,0.17,0.4,14.55,0.047,3.871201010907891,3.34,0.78,9.1
7.7,0.27,0.49,1.8,0.040999999999999995,3.1780538303479458,3.16,0.42,12.5
8.3,0.56,0.22,2.4,0.08199999999999999,2.3978952727983707,3.37,0.62,9.5
7.7,0.715,0.01,2.1,0.064,3.4657359027997265,3.41,0.57,11.8
6.6,0.285,0.49,11.4,0.035,4.060443010546419,3.08,0.54,8.9
7.5,0.32,0.49,1.7,0.031,3.8066624897703196,3.07,0.46,12.5
5.8,0.3,0.42,1.1,0.036000000000000004,2.995732273553991,3.1,0.46,12.6
7.2,0.3,0.3,8.1,0.05,3.713572066704308,3.15,0.49,9.1
9.9,0.49,0.58,3.5,0.094,2.302585092994046,3.29,0.58,9.0
8.6,0.685,0.1,1.6,0.092,1.3862943611198906,3.31,0.65,9.55
7.5,0.53,0.06,2.6,0.086,3.044522437723423,3.38,0.59,10.7
8.7,0.78,0.51,1.7,0.415,2.5649493574615367,3.0,1.17,9.2
6.4,0.595,0.14,5.2,0.057999999999999996,2.772588722239781,3.38,0.36,9.0
6.5,0.17,0.31,1.5,0.040999999999999995,3.5553480614894135,3.06,0.46,10.5
6.3,0.24,0.55,8.1,0.04,4.219507705176107,3.24,0.5,9.2
7.0,0.21,0.28,7.5,0.07,3.828641396489095,3.34,0.55,9.4
6.2,0.35,0.29,3.9,0.040999999999999995,3.1354942159291497,3.1,0.59,12.06666667
6.5,0.36,0.16,1.3,0.054000000000000006,2.4849066497880004,3.19,0.39,8.5
9.6,0.38,0.31,2.5,0.096,2.833213344056216,3.19,0.7,10.0
7.8,0.32,0.33,10.4,0.031,3.871201010907891,3.07,0.58,9.6
7.4,0.19,0.31,14.5,0.045,3.6888794541139363,3.1,0.5,9.2
7.9,0.21,0.39,2.0,0.057,3.091042453358316,3.05,0.52,10.9
6.6,0.23,0.26,1.3,0.045,2.833213344056216,3.36,0.6,10.0
7.3,0.25,0.27,3.8,0.047,2.833213344056216,3.07,0.46,11.3
6.4,0.15,0.36,1.8,0.034,3.784189633918261,3.42,0.69,11.0
8.0,0.4,0.33,7.7,0.034,3.332204510175204,3.18,0.41,12.2
7.7,0.15,0.29,1.3,0.028999999999999998,2.3978952727983707,3.35,0.39,10.1
6.6,0.55,0.01,2.7,0.034,4.04305126783455,3.15,0.3,11.9
6.6,0.24,0.28,1.8,0.027999999999999997,3.6888794541139363,3.34,0.46,11.4
9.1,0.29,0.33,2.05,0.063,2.6390573296152584,3.26,0.84,11.7
7.0,0.22,0.3,1.4,0.04,2.70805020110221,3.2,0.33,12.0
5.1,0.14,0.25,0.7,0.039,2.772588722239781,3.22,0.43,9.2
7.2,0.21,0.33,3.0,0.036000000000000004,3.58351893845611,3.25,0.4,11.0
7.4,0.23,0.38,8.6,0.052000000000000005,3.7376696182833684,3.06,0.46,10.3
7.9,0.345,0.51,15.3,0.047,4.007333185232471,3.09,0.51,9.1
6.7,0.13,0.45,4.2,0.043,3.970291913552122,3.06,0.54,11.3
6.0,0.26,0.5,2.2,0.048,4.0943445622221,3.08,0.61,9.8
7.1,0.36,0.37,4.8,0.019,3.6888794541139363,3.08,0.49,12.7
6.8,0.24,0.37,7.45,0.043,4.0943445622221,3.2,0.5,9.4
7.1,0.23,0.24,5.4,0.039,4.110873864173311,3.19,0.78,10.0
7.6,0.35,0.46,14.7,0.047,3.5263605246161616,3.03,0.53,10.3
6.8,0.27,0.28,13.3,0.076,3.9318256327243257,3.03,0.38,8.6
9.2,0.15,0.68,1.6,0.046,3.1354942159291497,3.02,0.45,10.4
6.3,0.3,0.24,6.6,0.04,3.6635616461296463,3.22,0.47,9.5
6.4,0.25,0.37,4.5,0.039,3.7376696182833684,3.18,0.4,11.1
7.4,0.35,0.33,2.4,0.068,2.302585092994046,3.36,0.6,11.9
6.3,0.55,0.15,1.8,0.077,3.295836866004329,3.32,0.82,11.6
7.5,0.38,0.29,4.9,0.021,3.6635616461296463,3.08,0.48,13.0
7.7,0.62,0.04,3.8,0.084,3.258096538021482,3.34,0.53,9.5
6.4,0.35,0.28,1.6,0.037000000000000005,3.4657359027997265,3.12,0.4,14.2
5.9,0.24,0.3,2.0,0.033,3.367295829986474,3.39,0.69,10.9
6.3,0.15,0.34,11.4,0.05,3.258096538021482,3.21,0.49,10.0
6.1,0.17,0.21,1.9,0.09,3.8066624897703196,3.07,0.41,9.7
7.8,0.49,0.49,7.0,0.043,3.4011973816621555,3.21,0.33,10.0
7.2,0.27,0.31,1.2,0.031,3.332204510175204,3.03,0.33,12.7
6.1,0.55,0.15,9.8,0.031,2.995732273553991,3.36,0.47,10.2
9.4,0.395,0.46,4.6,0.094,1.3862943611198906,3.27,0.64,12.2
6.4,0.25,0.32,11.3,0.038,4.248495242049359,3.14,0.5,10.2
7.3,0.24,0.34,15.4,0.05,3.6635616461296463,3.03,0.42,9.0
6.9,0.22,0.28,7.8,0.05,3.784189633918261,3.22,0.6,11.5
6.8,0.19,0.71,17.5,0.042,3.091042453358316,2.85,0.5,9.5
7.0,0.3,0.38,14.9,0.032,4.110873864173311,3.18,0.61,9.3
7.0,0.18,0.26,1.4,0.044000000000000004,3.8501476017100584,3.39,0.48,10.7
7.6,0.37,0.51,11.7,0.094,4.07753744390572,2.91,0.51,9.0
6.3,0.17,0.32,4.2,0.04,3.6375861597263857,3.24,0.43,11.3
4.9,0.345,0.34,1.0,0.068,3.4965075614664802,3.24,0.4,10.1
8.6,0.2,0.42,1.5,0.040999999999999995,3.58351893845611,3.11,0.49,11.4
7.3,0.43,0.24,2.5,0.078,3.332204510175204,3.6,0.59,11.1
8.6,0.315,0.4,2.2,0.079,1.3862943611198906,3.27,0.67,11.9
9.2,0.31,0.36,2.2,0.079,2.4849066497880004,3.33,0.86,12.0
6.4,0.22,0.32,4.9,0.046,3.9318256327243257,3.38,0.55,11.2
7.6,0.22,0.34,9.7,0.035,3.295836866004329,3.08,0.49,9.8
6.1,0.22,0.49,1.5,0.051,2.9444389791664403,3.3,0.46,9.6
6.9,0.25,0.3,4.1,0.054000000000000006,3.1780538303479458,2.99,0.38,9.4
6.4,0.47,0.4,2.4,0.071,2.1972245773362196,3.56,0.73,10.6
5.1,0.33,0.22,1.6,0.027000000000000003,2.9444389791664403,3.51,0.38,12.5
7.7,0.46,0.18,3.3,0.054000000000000006,2.9444389791664403,3.12,0.51,10.8
7.7,0.58,0.01,1.8,0.08800000000000001,2.5649493574615367,3.32,0.56,10.5
6.8,0.24,0.29,2.0,0.044000000000000004,2.772588722239781,3.23,0.64,10.4
6.5,0.22,0.19,1.1,0.064,3.6109179126442243,3.05,0.5,9.5
6.9,0.28,0.24,2.1,0.034,3.912023005428146,2.98,0.43,13.2
6.4,0.31,0.28,1.5,0.037000000000000005,2.5649493574615367,3.32,0.51,10.4
6.9,0.32,0.26,2.3,0.03,2.4849066497880004,3.06,0.42,11.1
7.9,0.33,0.26,1.2,0.044000000000000004,3.1780538303479458,3.19,0.54,10.5
13.3,0.43,0.58,1.9,0.07,2.772588722239781,3.06,0.49,9.0
8.0,0.25,0.43,1.7,0.067,3.1354942159291497,3.38,0.6,11.9
7.6,0.38,0.28,4.2,0.028999999999999998,2.0794415416798357,3.0,0.41,12.6
6.5,0.28,0.34,9.9,0.038,3.4339872044851463,3.11,0.44,9.8
6.5,0.33969101556480247,0.19,1.2,0.040999999999999995,3.4339872044851463,2.99,0.46,9.4
5.9,0.26,0.4,1.3,0.047,2.5649493574615367,3.45,0.53,10.4
8.2,0.31,0.43,7.0,0.047,2.9444389791664403,3.23,0.64,10.6
7.0,0.15,0.28,14.7,0.051,3.4011973816621555,2.96,0.39,9.0
8.0,0.19,0.3,2.0,0.053,3.8918202981106265,3.18,0.49,9.6
6.7,0.41,0.27,2.6,0.033,3.258096538021482,3.05,0.34,11.7
7.1,0.65,0.18,1.8,0.07,2.6390573296152584,3.44,0.6,9.1
7.9,0.21,0.39,2.0,0.057,3.091042453358316,3.05,0.52,10.9
10.8,0.4,0.41,2.2,0.084,2.0794415416798357,3.08,0.67,9.3
7.4,0.33,0.26,15.6,0.049,4.219507705176107,3.06,0.68,9.5
5.6,0.185,0.19,7.1,0.048,3.6109179126442243,3.26,0.41,9.5
6.6,0.84,0.03,2.3,0.059000000000000004,3.4965075614664802,3.52,0.56,12.3
7.5,0.33,0.39,12.4,0.065,3.4011973816621555,3.16,0.39,9.4
6.3,1.02,0.0,2.0,0.083,2.8903717578961645,3.59,0.55,11.2
6.0,0.28,0.25,1.8,0.042,2.1972245773362196,3.08,0.55,9.0
5.2,0.645,0.0,2.15,0.08,2.772588722239781,3.78,0.61,12.5
6.0,0.2,0.26,6.8,0.049,3.1354942159291497,3.15,0.42,11.0
7.4,0.25,0.36,2.05,0.05,3.4657359027997265,3.19,0.44,10.8
7.1,0.44,0.62,11.8,0.044000000000000004,3.970291913552122,3.12,0.46,8.7
7.2,0.25,0.28,14.4,0.055,4.02535169073515,3.12,0.38,9.0
7.3,0.695,0.0,2.5,0.075,1.3862943611198906,3.49,0.52,9.2
